Unnamed: 0,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score
382,Male,Group C,Postgraduate,Free/Reduced Lunch,No Prep,79,81,71
383,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,38,49,45
384,Female,Group A,Intermediate,Free/Reduced Lunch,No Prep,38,43,43
385,Female,Group E,Undergraduate,Standard Lunch,No Prep,67,76,75
386,Female,Group E,Undergraduate,Standard Lunch,No Prep,64,73,70
387,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,57,78,67
388,Female,Group D,Intermediate,Standard Lunch,No Prep,62,64,64
389,Male,Group D,Postgraduate,Standard Lunch,No Prep,73,70,75
390,Male,Group E,Intermediate,Free/Reduced Lunch,Completed Course,73,67,59
391,Female,Group D,Undergraduate,Standard Lunch,No Prep,77,68,77
392,Male,Group E,Undergraduate,Standard Lunch,No Prep,76,67,67
393,Male,Group C,Undergraduate,Standard Lunch,Completed Course,57,54,56
394,Female,Group C,Intermediate,Standard Lunch,Completed Course,65,74,77
395,Male,Group A,Intermediate,Free/Reduced Lunch,No Prep,48,45,41
396,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,50,67,63
397,Female,Group C,Undergraduate,Standard Lunch,No Prep,85,89,95
398,Male,Group B,Intermediate,Standard Lunch,No Prep,74,63,57
399,Male,Group D,Intermediate,Standard Lunch,No Prep,60,59,54
400,Female,Group C,Intermediate,Standard Lunch,Completed Course,59,54,67
401,Male,Group A,Undergraduate,Standard Lunch,No Prep,53,43,43
402,Female,Group A,Undergraduate,Free/Reduced Lunch,No Prep,49,65,55
403,Female,Group D,Intermediate,Standard Lunch,Completed Course,88,99,100
404,Female,Group C,Intermediate,Standard Lunch,No Prep,54,59,62
405,Female,Group C,Intermediate,Standard Lunch,No Prep,63,73,68
406,Male,Group B,Undergraduate,Standard Lunch,Completed Course,65,65,63
407,Female,Group B,Undergraduate,Standard Lunch,No Prep,82,80,77
408,Female,Group D,Intermediate,Free/Reduced Lunch,Completed Course,52,57,56
409,Male,Group D,Undergraduate,Standard Lunch,Completed Course,87,84,85
410,Female,Group D,Postgraduate,Standard Lunch,Completed Course,70,71,74
411,Male,Group E,Undergraduate,Standard Lunch,Completed Course,84,83,78
412,Male,Group D,Undergraduate,Standard Lunch,No Prep,71,66,60
413,Male,Group B,Intermediate,Standard Lunch,Completed Course,63,67,67
414,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,51,72,79
415,Male,Group E,Intermediate,Standard Lunch,No Prep,84,73,69
416,Male,Group C,Undergraduate,Standard Lunch,Completed Course,71,74,68
417,Male,Group C,Undergraduate,Standard Lunch,No Prep,74,73,67
418,Male,Group D,Undergraduate,Standard Lunch,No Prep,68,59,62
419,Male,Group E,Intermediate,Free/Reduced Lunch,Completed Course,57,56,54
420,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,82,93,93
421,Female,Group D,Intermediate,Standard Lunch,Completed Course,57,58,64
422,Female,Group D,Postgraduate,Free/Reduced Lunch,Completed Course,47,58,67
423,Female,Group A,Intermediate,Standard Lunch,Completed Course,59,85,80
424,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,41,39,34
425,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,62,67,62
426,Male,Group C,Undergraduate,Standard Lunch,No Prep,86,83,86
427,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,69,71,65
428,Male,Group A,Intermediate,Free/Reduced Lunch,No Prep,65,59,53
429,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,68,63,54
430,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,64,66,59
431,Female,Group C,Intermediate,Standard Lunch,No Prep,61,72,70
432,Male,Group C,Intermediate,Standard Lunch,No Prep,61,56,55
433,Female,Group A,Intermediate,Free/Reduced Lunch,No Prep,47,59,50
434,Male,Group C,Intermediate,Standard Lunch,No Prep,73,66,66
435,Male,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,50,48,53
436,Male,Group D,Undergraduate,Standard Lunch,No Prep,75,68,64
437,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,75,66,73
438,Male,Group C,Intermediate,Standard Lunch,No Prep,70,56,51
439,Male,Group D,Intermediate,Standard Lunch,Completed Course,89,88,82
440,Female,Group C,Undergraduate,Standard Lunch,Completed Course,67,81,79
441,Female,Group D,Intermediate,Standard Lunch,No Prep,78,81,80
442,Female,Group A,Intermediate,Free/Reduced Lunch,No Prep,59,73,69
443,Female,Group B,Undergraduate,Standard Lunch,No Prep,73,83,76
444,Male,Group A,Intermediate,Free/Reduced Lunch,No Prep,79,82,73
445,Female,Group C,Intermediate,Standard Lunch,Completed Course,67,74,77
446,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,69,66,60
447,Male,Group C,Intermediate,Standard Lunch,Completed Course,86,81,80
448,Male,Group B,Intermediate,Standard Lunch,No Prep,47,46,42
449,Male,Group B,Undergraduate,Standard Lunch,No Prep,81,73,72
450,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,64,85,85
451,Female,Group E,Undergraduate,Standard Lunch,No Prep,100,92,97
452,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,65,77,74
453,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,65,58,49
454,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,53,61,62
455,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,37,56,47
456,Female,Group D,Undergraduate,Standard Lunch,No Prep,79,89,89
457,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,53,54,48
458,Female,Group E,Undergraduate,Standard Lunch,No Prep,100,100,100
459,Male,Group B,Intermediate,Standard Lunch,Completed Course,72,65,68
460,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,53,58,55
461,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,54,54,45
462,Female,Group E,Undergraduate,Standard Lunch,No Prep,71,70,76
463,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,77,90,91
464,Male,Group A,Undergraduate,Standard Lunch,Completed Course,75,58,62
465,Female,Group C,Undergraduate,Standard Lunch,No Prep,84,87,91
466,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,26,31,38
467,Male,Group A,Intermediate,Free/Reduced Lunch,Completed Course,72,67,65
468,Female,Group A,Intermediate,Free/Reduced Lunch,Completed Course,77,88,85
469,Male,Group C,Undergraduate,Standard Lunch,No Prep,91,74,76
470,Female,Group C,Undergraduate,Standard Lunch,Completed Course,83,85,90
471,Female,Group C,Intermediate,Standard Lunch,No Prep,63,69,74
472,Female,Group C,Undergraduate,Standard Lunch,Completed Course,68,86,84
473,Female,Group D,Intermediate,Standard Lunch,No Prep,59,67,61
474,Female,Group B,Undergraduate,Standard Lunch,Completed Course,90,90,91
475,Female,Group D,Undergraduate,Standard Lunch,Completed Course,71,76,83
476,Male,Group E,Undergraduate,Standard Lunch,Completed Course,76,62,66
477,Male,Group D,Undergraduate,Standard Lunch,No Prep,80,68,72
478,Female,Group D,Postgraduate,Standard Lunch,No Prep,55,64,70
479,Male,Group E,Undergraduate,Standard Lunch,No Prep,76,71,67
480,Male,Group B,Intermediate,Standard Lunch,Completed Course,73,71,68
481,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,52,59,56
482,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,68,68,61
483,Male,Group A,Intermediate,Standard Lunch,No Prep,59,52,46
484,Female,Group B,Undergraduate,Standard Lunch,No Prep,49,52,54
485,Male,Group C,Intermediate,Standard Lunch,No Prep,70,74,71
486,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,61,47,56
487,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,60,75,74
488,Male,Group B,Intermediate,Standard Lunch,Completed Course,64,53,57
489,Male,Group A,Undergraduate,Free/Reduced Lunch,Completed Course,79,82,82
490,Female,Group A,Undergraduate,Free/Reduced Lunch,No Prep,65,85,76
491,Female,Group C,Undergraduate,Standard Lunch,No Prep,64,64,70
492,Female,Group C,Undergraduate,Standard Lunch,No Prep,83,83,90
493,Female,Group C,Undergraduate,Standard Lunch,No Prep,81,88,90
494,Female,Group B,Intermediate,Standard Lunch,No Prep,54,64,68
495,Male,Group D,Intermediate,Standard Lunch,Completed Course,68,64,66
496,Female,Group C,Undergraduate,Standard Lunch,No Prep,54,48,52
497,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,59,78,76
498,Female,Group B,Intermediate,Standard Lunch,No Prep,66,69,68
499,Male,Group E,Undergraduate,Standard Lunch,No Prep,76,71,72
500,Female,Group D,Postgraduate,Standard Lunch,No Prep,74,79,82
501,Female,Group B,Undergraduate,Standard Lunch,Completed Course,94,87,92
502,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,63,61,54
503,Female,Group E,Undergraduate,Standard Lunch,Completed Course,95,89,92
504,Female,Group D,Postgraduate,Free/Reduced Lunch,No Prep,40,59,54
505,Female,Group B,Intermediate,Standard Lunch,No Prep,82,82,80
506,Male,Group A,Intermediate,Standard Lunch,No Prep,68,70,66
507,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,55,59,54
508,Male,Group C,Postgraduate,Standard Lunch,No Prep,79,78,77
509,Female,Group C,Undergraduate,Standard Lunch,No Prep,86,92,87
510,Male,Group D,Undergraduate,Standard Lunch,No Prep,76,71,73
511,Male,Group A,Intermediate,Standard Lunch,No Prep,64,50,43
512,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,62,49,52
513,Female,Group B,Intermediate,Standard Lunch,Completed Course,54,61,62
514,Female,Group B,Postgraduate,Free/Reduced Lunch,Completed Course,77,97,94
515,Female,Group C,Intermediate,Standard Lunch,Completed Course,76,87,85
516,Female,Group D,Undergraduate,Standard Lunch,No Prep,74,89,84
517,Female,Group E,Undergraduate,Standard Lunch,Completed Course,66,74,73
518,Female,Group D,Intermediate,Standard Lunch,Completed Course,66,78,78
519,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,67,78,79
520,Male,Group D,Undergraduate,Standard Lunch,No Prep,71,49,52
521,Female,Group C,Undergraduate,Standard Lunch,No Prep,91,86,84
522,Male,Group D,Undergraduate,Standard Lunch,No Prep,69,58,57
523,Male,Group C,Postgraduate,Free/Reduced Lunch,No Prep,54,59,50
524,Male,Group C,Intermediate,Standard Lunch,Completed Course,53,52,49
525,Male,Group E,Undergraduate,Standard Lunch,No Prep,68,60,59
526,Male,Group C,Intermediate,Free/Reduced Lunch,Completed Course,56,61,60
527,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,36,53,43
528,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,29,41,47
529,Female,Group C,Undergraduate,Standard Lunch,No Prep,62,74,70
530,Female,Group C,Undergraduate,Standard Lunch,Completed Course,68,67,73
531,Female,Group C,Intermediate,Standard Lunch,No Prep,47,54,53
532,Male,Group E,Undergraduate,Standard Lunch,Completed Course,62,61,58
533,Female,Group E,Undergraduate,Standard Lunch,Completed Course,79,88,94
534,Male,Group B,Intermediate,Standard Lunch,Completed Course,73,69,68
535,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,66,83,83
536,Male,Group C,Undergraduate,Standard Lunch,Completed Course,51,60,58
537,Female,Group D,Intermediate,Standard Lunch,No Prep,51,66,62
538,Male,Group E,Undergraduate,Standard Lunch,Completed Course,85,66,71
539,Male,Group A,Undergraduate,Standard Lunch,Completed Course,97,92,86
540,Male,Group C,Intermediate,Standard Lunch,Completed Course,75,69,68
541,Male,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,79,82,80
542,Female,Group C,Undergraduate,Standard Lunch,No Prep,81,77,79
543,Female,Group D,Undergraduate,Standard Lunch,No Prep,82,95,89
544,Female,Group D,Postgraduate,Standard Lunch,No Prep,64,63,66
545,Male,Group E,Intermediate,Free/Reduced Lunch,Completed Course,78,83,80
546,Female,Group A,Intermediate,Standard Lunch,Completed Course,92,100,97
547,Male,Group C,Intermediate,Standard Lunch,Completed Course,72,67,64
548,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,62,67,64
549,Male,Group C,Postgraduate,Standard Lunch,No Prep,79,72,69
550,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,79,76,65
551,Male,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,87,90,88
552,Female,Group B,Undergraduate,Standard Lunch,No Prep,40,48,50
553,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,77,62,64
554,Male,Group E,Undergraduate,Standard Lunch,No Prep,53,45,40
555,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,32,39,33
556,Female,Group C,Undergraduate,Standard Lunch,Completed Course,55,72,79
557,Male,Group C,Postgraduate,Free/Reduced Lunch,No Prep,61,67,66
558,Female,Group B,Undergraduate,Free/Reduced Lunch,No Prep,53,70,70
559,Male,Group D,Intermediate,Standard Lunch,No Prep,73,66,62
560,Female,Group D,Undergraduate,Standard Lunch,Completed Course,74,75,79
561,Female,Group C,Undergraduate,Standard Lunch,No Prep,63,74,74
562,Male,Group C,Undergraduate,Standard Lunch,Completed Course,96,90,92
563,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,63,80,80
564,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,48,51,46
565,Male,Group B,Undergraduate,Standard Lunch,No Prep,48,43,45
566,Female,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,92,100,100
567,Female,Group D,Postgraduate,Free/Reduced Lunch,Completed Course,61,71,78
568,Male,Group B,Intermediate,Free/Reduced Lunch,No Prep,63,48,47
569,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,68,68,67
570,Male,Group B,Undergraduate,Standard Lunch,Completed Course,71,75,70
571,Male,Group A,Undergraduate,Standard Lunch,No Prep,91,96,92
572,Female,Group C,Undergraduate,Standard Lunch,No Prep,53,62,56
573,Female,Group C,Intermediate,Free/Reduced Lunch,Completed Course,50,66,64
574,Female,Group E,Intermediate,Standard Lunch,No Prep,74,81,71
575,Male,Group A,Undergraduate,Free/Reduced Lunch,Completed Course,40,55,53
576,Male,Group A,Undergraduate,Standard Lunch,Completed Course,61,51,52
577,Female,Group B,Intermediate,Standard Lunch,No Prep,81,91,89
578,Female,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,48,56,58
579,Female,Group D,Postgraduate,Standard Lunch,No Prep,53,61,68
580,Female,Group D,Intermediate,Standard Lunch,No Prep,81,97,96
581,Female,Group E,Intermediate,Standard Lunch,No Prep,77,79,80
582,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,63,73,78
583,Female,Group D,Undergraduate,Standard Lunch,Completed Course,73,75,80
584,Female,Group D,Undergraduate,Standard Lunch,No Prep,69,77,77
585,Female,Group C,Undergraduate,Standard Lunch,No Prep,65,76,76
586,Female,Group A,Intermediate,Standard Lunch,No Prep,55,73,73
587,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,44,63,62
588,Female,Group C,Undergraduate,Standard Lunch,No Prep,54,64,65
589,Female,Group A,Intermediate,Standard Lunch,No Prep,48,66,65
590,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,58,57,54
591,Male,Group A,Intermediate,Standard Lunch,No Prep,71,62,50
592,Male,Group E,Undergraduate,Standard Lunch,No Prep,68,68,64
593,Female,Group E,Intermediate,Standard Lunch,No Prep,74,76,73
594,Female,Group C,Undergraduate,Standard Lunch,Completed Course,92,100,99
595,Female,Group C,Undergraduate,Standard Lunch,Completed Course,56,79,72
596,Male,Group B,Intermediate,Free/Reduced Lunch,No Prep,30,24,15
597,Male,Group A,Intermediate,Standard Lunch,No Prep,53,54,48
598,Female,Group D,Intermediate,Standard Lunch,No Prep,69,77,73
599,Female,Group D,Intermediate,Standard Lunch,No Prep,65,82,81
600,Female,Group D,Postgraduate,Standard Lunch,No Prep,54,60,63
601,Female,Group C,Intermediate,Standard Lunch,No Prep,29,29,30
602,Female,Group E,Undergraduate,Standard Lunch,No Prep,76,78,80
603,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,60,57,51
604,Male,Group D,Postgraduate,Free/Reduced Lunch,Completed Course,84,89,90
605,Male,Group C,Intermediate,Standard Lunch,No Prep,75,72,62
606,Female,Group C,Undergraduate,Standard Lunch,No Prep,85,84,82
607,Female,Group C,Postgraduate,Free/Reduced Lunch,No Prep,40,58,54
608,Female,Group E,Undergraduate,Standard Lunch,No Prep,61,64,62
609,Female,Group B,Undergraduate,Standard Lunch,No Prep,58,63,65
610,Male,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,69,60,63
611,Female,Group C,Undergraduate,Standard Lunch,No Prep,58,59,66
612,Male,Group C,Undergraduate,Standard Lunch,Completed Course,94,90,91
613,Female,Group C,Undergraduate,Standard Lunch,No Prep,65,77,74
614,Female,Group A,Undergraduate,Standard Lunch,No Prep,82,93,93
615,Female,Group C,Intermediate,Standard Lunch,No Prep,60,68,72
616,Female,Group E,Undergraduate,Standard Lunch,No Prep,37,45,38
617,Male,Group D,Undergraduate,Standard Lunch,No Prep,88,78,83
618,Male,Group D,Postgraduate,Standard Lunch,No Prep,95,81,84
619,Male,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,65,73,68
620,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,35,61,54
621,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,62,63,56
622,Male,Group C,Intermediate,Free/Reduced Lunch,Completed Course,58,51,52
623,Male,Group A,Undergraduate,Standard Lunch,Completed Course,100,96,86
624,Female,Group E,Undergraduate,Free/Reduced Lunch,No Prep,61,58,62
625,Male,Group D,Undergraduate,Standard Lunch,Completed Course,100,97,99
626,Male,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,69,70,63
627,Male,Group D,Undergraduate,Standard Lunch,No Prep,61,48,46
628,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,49,57,46
629,Female,Group C,Intermediate,Standard Lunch,Completed Course,44,51,55
630,Male,Group D,Undergraduate,Standard Lunch,No Prep,67,64,70
631,Male,Group B,Intermediate,Standard Lunch,No Prep,79,60,65
632,Female,Group B,Undergraduate,Standard Lunch,Completed Course,66,74,81
633,Female,Group C,Intermediate,Standard Lunch,No Prep,75,88,85
634,Male,Group D,Intermediate,Standard Lunch,No Prep,84,84,80
635,Male,Group A,Intermediate,Standard Lunch,No Prep,71,74,64
636,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,67,80,81
637,Female,Group D,Intermediate,Standard Lunch,Completed Course,80,92,88
638,Male,Group E,Undergraduate,Standard Lunch,No Prep,86,76,74
639,Female,Group D,Undergraduate,Standard Lunch,No Prep,76,74,73
640,Male,Group D,Intermediate,Standard Lunch,No Prep,41,52,51
641,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,74,88,90
642,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,72,81,79
643,Female,Group E,Intermediate,Standard Lunch,Completed Course,74,79,80
644,Male,Group B,Intermediate,Standard Lunch,No Prep,70,65,60
645,Female,Group B,Undergraduate,Standard Lunch,Completed Course,65,81,81
646,Female,Group D,Undergraduate,Standard Lunch,No Prep,59,70,65
647,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,64,62,68
648,Female,Group B,Intermediate,Standard Lunch,No Prep,50,53,55
649,Female,Group D,Undergraduate,Standard Lunch,Completed Course,69,79,81
650,Male,Group C,Intermediate,Free/Reduced Lunch,Completed Course,51,56,53
651,Female,Group A,Intermediate,Standard Lunch,Completed Course,68,80,76
652,Female,Group D,Undergraduate,Standard Lunch,Completed Course,85,86,98
653,Female,Group A,Undergraduate,Standard Lunch,Completed Course,65,70,74
654,Female,Group B,Intermediate,Standard Lunch,No Prep,73,79,79
655,Female,Group B,Undergraduate,Standard Lunch,No Prep,62,67,67
656,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,77,67,64
657,Male,Group D,Intermediate,Standard Lunch,No Prep,69,66,61
658,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,43,60,58
659,Male,Group D,Undergraduate,Standard Lunch,No Prep,90,87,85
660,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,74,77,73
661,Male,Group C,Intermediate,Standard Lunch,No Prep,73,66,63
662,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,55,71,69
663,Female,Group C,Intermediate,Standard Lunch,No Prep,65,69,67
664,Male,Group D,Undergraduate,Standard Lunch,No Prep,80,63,63
665,Female,Group C,Intermediate,Free/Reduced Lunch,Completed Course,50,60,60
666,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,63,73,71
667,Female,Group B,Undergraduate,Free/Reduced Lunch,No Prep,77,85,87
668,Male,Group C,Undergraduate,Standard Lunch,No Prep,73,74,61
669,Male,Group D,Undergraduate,Standard Lunch,Completed Course,81,72,77
670,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,66,76,68
671,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,52,57,50
672,Female,Group C,Undergraduate,Standard Lunch,No Prep,69,78,76
673,Female,Group C,Undergraduate,Standard Lunch,Completed Course,65,84,84
674,Female,Group D,Intermediate,Standard Lunch,Completed Course,69,77,78
675,Female,Group B,Undergraduate,Standard Lunch,Completed Course,50,64,66
676,Female,Group E,Undergraduate,Standard Lunch,Completed Course,73,78,76
677,Female,Group C,Intermediate,Standard Lunch,Completed Course,70,82,76
678,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,81,75,78
679,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,63,61,60
680,Female,Group D,Intermediate,Standard Lunch,No Prep,67,72,74
681,Male,Group B,Intermediate,Standard Lunch,No Prep,60,68,60
682,Male,Group B,Intermediate,Standard Lunch,No Prep,62,55,54
683,Female,Group C,Intermediate,Free/Reduced Lunch,Completed Course,29,40,44
684,Male,Group B,Undergraduate,Standard Lunch,Completed Course,62,66,68
685,Female,Group E,Postgraduate,Standard Lunch,Completed Course,94,99,100
686,Male,Group E,Undergraduate,Standard Lunch,Completed Course,85,75,68
687,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,77,78,73
688,Male,Group A,Intermediate,Free/Reduced Lunch,No Prep,53,58,44
689,Male,Group E,Undergraduate,Free/Reduced Lunch,No Prep,93,90,83
690,Female,Group C,Undergraduate,Standard Lunch,No Prep,49,53,53
691,Female,Group E,Undergraduate,Free/Reduced Lunch,No Prep,73,76,78
692,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,66,74,81
693,Female,Group D,Undergraduate,Standard Lunch,No Prep,77,77,73
694,Female,Group C,Intermediate,Standard Lunch,No Prep,49,63,56
695,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,79,89,86
696,Female,Group C,Undergraduate,Standard Lunch,Completed Course,75,82,90
697,Female,Group A,Undergraduate,Standard Lunch,No Prep,59,72,70
698,Female,Group D,Undergraduate,Standard Lunch,Completed Course,57,78,79
699,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,66,66,59
700,Female,Group E,Undergraduate,Standard Lunch,Completed Course,79,81,82
701,Female,Group B,Intermediate,Standard Lunch,No Prep,57,67,72
702,Male,Group A,Undergraduate,Standard Lunch,Completed Course,87,84,87
703,Female,Group D,Undergraduate,Standard Lunch,No Prep,63,64,67
704,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,59,63,64
705,Male,Group A,Undergraduate,Free/Reduced Lunch,No Prep,62,72,65
706,Male,Group D,Intermediate,Standard Lunch,No Prep,46,34,36
707,Male,Group C,Undergraduate,Standard Lunch,No Prep,66,59,52
708,Male,Group D,Intermediate,Standard Lunch,No Prep,89,87,79
709,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,42,61,58
710,Male,Group C,Undergraduate,Standard Lunch,Completed Course,93,84,90
711,Female,Group E,Intermediate,Standard Lunch,Completed Course,80,85,85
712,Female,Group D,Undergraduate,Standard Lunch,No Prep,98,100,99
713,Male,Group D,Postgraduate,Standard Lunch,No Prep,81,81,84
714,Female,Group B,Intermediate,Standard Lunch,Completed Course,60,70,74
715,Female,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,76,94,87
716,Male,Group C,Undergraduate,Standard Lunch,Completed Course,73,78,72
717,Female,Group C,Undergraduate,Standard Lunch,Completed Course,96,96,99
718,Female,Group C,Intermediate,Standard Lunch,No Prep,76,76,74
719,Male,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,91,73,80
720,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,62,72,70
721,Male,Group D,Intermediate,Free/Reduced Lunch,Completed Course,55,59,59
722,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,74,90,88
723,Male,Group C,Intermediate,Standard Lunch,No Prep,50,48,42
724,Male,Group B,Undergraduate,Standard Lunch,No Prep,47,43,41
725,Male,Group E,Undergraduate,Standard Lunch,Completed Course,81,74,71
726,Female,Group E,Undergraduate,Standard Lunch,Completed Course,65,75,77
727,Male,Group E,Intermediate,Standard Lunch,Completed Course,68,51,57
728,Female,Group D,Intermediate,Free/Reduced Lunch,No Prep,73,92,84
729,Male,Group C,Undergraduate,Standard Lunch,No Prep,53,39,37
730,Female,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,68,77,80
731,Male,Group A,Intermediate,Free/Reduced Lunch,No Prep,55,46,43
732,Female,Group C,Undergraduate,Standard Lunch,Completed Course,87,89,94
733,Male,Group D,Intermediate,Standard Lunch,No Prep,55,47,44
734,Female,Group E,Undergraduate,Free/Reduced Lunch,No Prep,53,58,57
735,Male,Group C,Postgraduate,Standard Lunch,No Prep,67,57,59
736,Male,Group C,Undergraduate,Standard Lunch,No Prep,92,79,84
737,Female,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,53,66,73
738,Male,Group D,Undergraduate,Standard Lunch,No Prep,81,71,73
739,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,61,60,55
740,Male,Group D,Undergraduate,Standard Lunch,No Prep,80,73,72
741,Female,Group A,Undergraduate,Free/Reduced Lunch,No Prep,37,57,56
742,Female,Group C,Intermediate,Standard Lunch,No Prep,81,84,82
743,Female,Group C,Undergraduate,Standard Lunch,Completed Course,59,73,72
744,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,55,55,47
745,Male,Group D,Undergraduate,Standard Lunch,No Prep,72,79,74
746,Male,Group D,Intermediate,Standard Lunch,No Prep,69,75,71
747,Male,Group C,Undergraduate,Standard Lunch,No Prep,69,64,68
748,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,50,60,59
749,Male,Group B,Undergraduate,Standard Lunch,Completed Course,87,84,86
750,Male,Group D,Intermediate,Standard Lunch,Completed Course,71,69,68
751,Male,Group E,Undergraduate,Standard Lunch,No Prep,68,72,65
752,Male,Group C,Postgraduate,Free/Reduced Lunch,Completed Course,79,77,75
753,Female,Group C,Intermediate,Standard Lunch,Completed Course,77,90,85
754,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,58,55,53
755,Female,Group E,Undergraduate,Standard Lunch,No Prep,84,95,92
756,Male,Group D,Undergraduate,Standard Lunch,No Prep,55,58,52
757,Male,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,70,68,72
758,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,52,59,65
759,Male,Group B,Undergraduate,Standard Lunch,Completed Course,69,77,77
760,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,53,72,64
761,Female,Group D,Intermediate,Standard Lunch,No Prep,48,58,54
762,Male,Group D,Intermediate,Standard Lunch,Completed Course,78,81,86
763,Female,Group B,Intermediate,Standard Lunch,No Prep,62,62,63
764,Male,Group D,Undergraduate,Standard Lunch,No Prep,60,63,59
