Unnamed: 0,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score
19,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,54,58,61
809,Male,Group B,Undergraduate,Standard Lunch,No Prep,59,54,51
790,Female,Group B,Intermediate,Standard Lunch,No Prep,48,62,60
808,Male,Group C,Intermediate,Standard Lunch,No Prep,90,75,69
407,Female,Group B,Undergraduate,Standard Lunch,No Prep,82,80,77
537,Female,Group D,Intermediate,Standard Lunch,No Prep,51,66,62
620,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,35,61,54
38,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,75,90,88
175,Female,Group C,Postgraduate,Standard Lunch,Completed Course,81,91,87
245,Male,Group C,Undergraduate,Standard Lunch,No Prep,85,76,71
828,Female,Group D,Intermediate,Free/Reduced Lunch,Completed Course,69,86,81
667,Female,Group B,Undergraduate,Free/Reduced Lunch,No Prep,77,85,87
754,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,58,55,53
858,Male,Group B,Intermediate,Standard Lunch,Completed Course,52,49,46
154,Male,Group D,Intermediate,Standard Lunch,No Prep,62,67,61
287,Female,Group B,Intermediate,Standard Lunch,No Prep,67,89,82
602,Female,Group E,Undergraduate,Standard Lunch,No Prep,76,78,80
569,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,68,68,67
743,Female,Group C,Undergraduate,Standard Lunch,Completed Course,59,73,72
17,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,18,32,28
127,Male,Group D,Undergraduate,Standard Lunch,Completed Course,65,77,74
322,Female,Group C,Undergraduate,Standard Lunch,No Prep,71,81,80
255,Female,Group E,Undergraduate,Standard Lunch,No Prep,62,73,70
657,Male,Group D,Intermediate,Standard Lunch,No Prep,69,66,61
964,Male,Group D,Undergraduate,Standard Lunch,No Prep,72,57,58
190,Female,Group E,Undergraduate,Standard Lunch,No Prep,66,65,69
115,Male,Group C,Intermediate,Standard Lunch,No Prep,84,77,74
616,Female,Group E,Undergraduate,Standard Lunch,No Prep,37,45,38
606,Female,Group C,Undergraduate,Standard Lunch,No Prep,85,84,82
180,Male,Group C,Postgraduate,Free/Reduced Lunch,Completed Course,62,68,75
301,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,56,54,52
759,Male,Group B,Undergraduate,Standard Lunch,Completed Course,69,77,77
712,Female,Group D,Undergraduate,Standard Lunch,No Prep,98,100,99
723,Male,Group C,Intermediate,Standard Lunch,No Prep,50,48,42
685,Female,Group E,Postgraduate,Standard Lunch,Completed Course,94,99,100
979,Female,Group C,Undergraduate,Standard Lunch,No Prep,91,95,94
517,Female,Group E,Undergraduate,Standard Lunch,Completed Course,66,74,73
984,Female,Group C,Intermediate,Standard Lunch,No Prep,74,75,82
45,Male,Group B,Undergraduate,Standard Lunch,No Prep,65,54,57
909,Male,Group E,Undergraduate,Standard Lunch,Completed Course,70,64,70
157,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,60,60,60
851,Female,Group A,Intermediate,Standard Lunch,No Prep,61,68,63
171,Male,Group E,Intermediate,Standard Lunch,No Prep,94,88,78
16,Male,Group C,Intermediate,Standard Lunch,No Prep,88,89,86
511,Male,Group A,Intermediate,Standard Lunch,No Prep,64,50,43
48,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,57,74,76
971,Male,Group C,Intermediate,Standard Lunch,Completed Course,78,72,69
940,Male,Group C,Postgraduate,Free/Reduced Lunch,Completed Course,72,66,72
515,Female,Group C,Intermediate,Standard Lunch,Completed Course,76,87,85
952,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,74,74,72
480,Male,Group B,Intermediate,Standard Lunch,Completed Course,73,71,68
283,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,70,78,78
718,Female,Group C,Intermediate,Standard Lunch,No Prep,76,76,74
877,Male,Group C,Intermediate,Standard Lunch,No Prep,57,61,54
225,Female,Group E,Postgraduate,Free/Reduced Lunch,No Prep,45,56,54
26,Male,Group B,Undergraduate,Standard Lunch,No Prep,69,54,55
954,Female,Group C,Undergraduate,Standard Lunch,No Prep,62,69,69
437,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,75,66,73
951,Female,Group D,Undergraduate,Standard Lunch,Completed Course,75,77,83
364,Male,Group C,Undergraduate,Standard Lunch,No Prep,59,60,58
229,Female,Group C,Undergraduate,Standard Lunch,Completed Course,88,95,94
37,Female,Group D,Intermediate,Free/Reduced Lunch,No Prep,50,64,59
965,Female,Group D,Undergraduate,Standard Lunch,No Prep,62,70,72
374,Female,Group D,Undergraduate,Standard Lunch,No Prep,59,70,73
469,Male,Group C,Undergraduate,Standard Lunch,No Prep,91,74,76
967,Male,Group C,Undergraduate,Standard Lunch,No Prep,63,63,60
850,Male,Group C,Postgraduate,Standard Lunch,No Prep,71,67,67
704,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,59,63,64
841,Male,Group C,Intermediate,Standard Lunch,No Prep,64,58,51
194,Female,Group C,Postgraduate,Standard Lunch,Completed Course,69,84,85
854,Male,Group C,Intermediate,Standard Lunch,No Prep,62,64,55
864,Male,Group C,Undergraduate,Standard Lunch,No Prep,97,93,91
503,Female,Group E,Undergraduate,Standard Lunch,Completed Course,95,89,92
969,Female,Group B,Undergraduate,Standard Lunch,No Prep,75,84,80
830,Female,Group A,Undergraduate,Free/Reduced Lunch,No Prep,61,60,57
579,Female,Group D,Postgraduate,Standard Lunch,No Prep,53,61,68
968,Female,Group E,Undergraduate,Standard Lunch,No Prep,68,76,67
162,Male,Group B,Postgraduate,Free/Reduced Lunch,No Prep,49,53,52
908,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,67,75,72
152,Female,Group B,Undergraduate,Standard Lunch,Completed Course,59,70,66
801,Male,Group C,Intermediate,Standard Lunch,Completed Course,76,80,73
993,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,62,72,74
755,Female,Group E,Undergraduate,Standard Lunch,No Prep,84,95,92
111,Male,Group C,Intermediate,Standard Lunch,No Prep,62,55,49
226,Female,Group C,Undergraduate,Standard Lunch,No Prep,72,72,71
688,Male,Group A,Intermediate,Free/Reduced Lunch,No Prep,53,58,44
103,Male,Group B,Intermediate,Standard Lunch,Completed Course,60,44,47
421,Female,Group D,Intermediate,Standard Lunch,Completed Course,57,58,64
419,Male,Group E,Intermediate,Free/Reduced Lunch,Completed Course,57,56,54
750,Male,Group D,Intermediate,Standard Lunch,Completed Course,71,69,68
586,Female,Group A,Intermediate,Standard Lunch,No Prep,55,73,73
780,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,46,56,57
672,Female,Group C,Undergraduate,Standard Lunch,No Prep,69,78,76
119,Female,Group C,Undergraduate,Standard Lunch,No Prep,55,69,65
53,Male,Group D,Intermediate,Standard Lunch,No Prep,88,78,75
151,Male,Group A,Undergraduate,Standard Lunch,No Prep,77,67,68
403,Female,Group D,Intermediate,Standard Lunch,Completed Course,88,99,100
945,Female,Group C,Undergraduate,Standard Lunch,No Prep,54,61,58
207,Male,Group E,Intermediate,Standard Lunch,Completed Course,81,80,76
658,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,43,60,58
843,Male,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,74,77,76
762,Male,Group D,Intermediate,Standard Lunch,Completed Course,78,81,86
8,Male,Group D,Intermediate,Free/Reduced Lunch,Completed Course,64,64,67
807,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,41,45,40
36,Female,Group D,Undergraduate,Standard Lunch,No Prep,74,81,83
452,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,65,77,74
651,Female,Group A,Intermediate,Standard Lunch,Completed Course,68,80,76
253,Male,Group D,Postgraduate,Standard Lunch,No Prep,80,80,72
303,Male,Group B,Undergraduate,Standard Lunch,No Prep,80,76,64
746,Male,Group D,Intermediate,Standard Lunch,No Prep,69,75,71
571,Male,Group A,Undergraduate,Standard Lunch,No Prep,91,96,92
623,Male,Group A,Undergraduate,Standard Lunch,Completed Course,100,96,86
732,Female,Group C,Undergraduate,Standard Lunch,Completed Course,87,89,94
891,Female,Group E,Undergraduate,Standard Lunch,No Prep,85,92,85
262,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,44,50,51
610,Male,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,69,60,63
297,Male,Group E,Undergraduate,Standard Lunch,Completed Course,71,74,68
414,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,51,72,79
150,Male,Group A,Intermediate,Standard Lunch,Completed Course,62,67,69
788,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,68,65,61
640,Male,Group D,Intermediate,Standard Lunch,No Prep,41,52,51
889,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,44,51,48
550,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,79,76,65
886,Female,Group E,Undergraduate,Standard Lunch,Completed Course,93,100,95
488,Male,Group B,Intermediate,Standard Lunch,Completed Course,64,53,57
147,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,73,68,66
146,Male,Group B,Intermediate,Standard Lunch,No Prep,88,84,75
720,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,62,72,70
931,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,62,57,62
739,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,61,60,55
659,Male,Group D,Undergraduate,Standard Lunch,No Prep,90,87,85
348,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,75,74,66
463,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,77,90,91
325,Female,Group C,Undergraduate,Standard Lunch,No Prep,82,90,94
186,Male,Group E,Intermediate,Standard Lunch,No Prep,80,76,65
123,Male,Group D,Intermediate,Free/Reduced Lunch,No Prep,63,57,56
853,Male,Group E,Intermediate,Standard Lunch,No Prep,82,67,61
608,Female,Group E,Undergraduate,Standard Lunch,No Prep,61,64,62
143,Male,Group A,Intermediate,Standard Lunch,No Prep,57,43,47
958,Female,Group D,Intermediate,Standard Lunch,No Prep,45,63,59
197,Male,Group E,Intermediate,Free/Reduced Lunch,No Prep,55,56,51
609,Female,Group B,Undergraduate,Standard Lunch,No Prep,58,63,65
279,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,73,56,57
293,Female,Group E,Undergraduate,Standard Lunch,No Prep,65,73,75
400,Female,Group C,Intermediate,Standard Lunch,Completed Course,59,54,67
122,Female,Group C,Undergraduate,Standard Lunch,Completed Course,88,93,93
183,Female,Group D,Undergraduate,Standard Lunch,No Prep,65,69,70
202,Male,Group C,Undergraduate,Standard Lunch,No Prep,69,77,69
438,Male,Group C,Intermediate,Standard Lunch,No Prep,70,56,51
246,Male,Group E,Undergraduate,Standard Lunch,No Prep,89,76,74
415,Male,Group E,Intermediate,Standard Lunch,No Prep,84,73,69
932,Male,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,61,71,73
765,Female,Group B,Intermediate,Standard Lunch,No Prep,74,72,72
906,Male,Group B,Intermediate,Standard Lunch,No Prep,57,48,51
835,Female,Group C,Intermediate,Standard Lunch,Completed Course,60,64,74
887,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,54,72,59
129,Female,Group A,Undergraduate,Standard Lunch,No Prep,51,49,51
637,Female,Group D,Intermediate,Standard Lunch,Completed Course,80,92,88
402,Female,Group A,Undergraduate,Free/Reduced Lunch,No Prep,49,65,55
784,Male,Group C,Undergraduate,Standard Lunch,Completed Course,91,81,79
770,Male,Group B,Intermediate,Standard Lunch,No Prep,52,48,49
735,Male,Group C,Postgraduate,Standard Lunch,No Prep,67,57,59
913,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,47,62,66
219,Male,Group B,Intermediate,Standard Lunch,Completed Course,61,56,56
641,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,74,88,90
915,Female,Group E,Undergraduate,Standard Lunch,No Prep,68,70,66
752,Male,Group C,Postgraduate,Free/Reduced Lunch,Completed Course,79,77,75
806,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,64,74,75
919,Male,Group B,Undergraduate,Standard Lunch,Completed Course,91,96,91
624,Female,Group E,Undergraduate,Free/Reduced Lunch,No Prep,61,58,62
874,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,43,62,61
760,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,53,72,64
386,Female,Group E,Undergraduate,Standard Lunch,No Prep,64,73,70
972,Female,Group A,Intermediate,Free/Reduced Lunch,Completed Course,53,50,60
509,Female,Group C,Undergraduate,Standard Lunch,No Prep,86,92,87
267,Female,Group D,Intermediate,Standard Lunch,No Prep,69,72,77
819,Female,Group C,Intermediate,Standard Lunch,No Prep,77,91,88
441,Female,Group D,Intermediate,Standard Lunch,No Prep,78,81,80
496,Female,Group C,Undergraduate,Standard Lunch,No Prep,54,48,52
112,Male,Group A,Undergraduate,Standard Lunch,No Prep,54,53,47
691,Female,Group E,Undergraduate,Free/Reduced Lunch,No Prep,73,76,78
232,Female,Group B,Undergraduate,Standard Lunch,No Prep,67,86,83
869,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,49,51,51
607,Female,Group C,Postgraduate,Free/Reduced Lunch,No Prep,40,58,54
671,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,52,57,50
373,Female,Group D,Undergraduate,Standard Lunch,Completed Course,82,97,96
981,Male,Group D,Intermediate,Standard Lunch,No Prep,81,78,78
842,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,23,44,36
233,Male,Group E,Intermediate,Standard Lunch,No Prep,92,87,78
785,Female,Group B,Intermediate,Standard Lunch,Completed Course,32,51,44
676,Female,Group E,Undergraduate,Standard Lunch,Completed Course,73,78,76
317,Male,Group C,Undergraduate,Standard Lunch,No Prep,83,72,78
648,Female,Group B,Intermediate,Standard Lunch,No Prep,50,53,55
410,Female,Group D,Postgraduate,Standard Lunch,Completed Course,70,71,74
898,Male,Group D,Undergraduate,Standard Lunch,Completed Course,67,54,63
709,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,42,61,58
358,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,59,62,61
258,Female,Group B,Undergraduate,Standard Lunch,No Prep,70,75,78
744,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,55,55,47
627,Male,Group D,Undergraduate,Standard Lunch,No Prep,61,48,46
632,Female,Group B,Undergraduate,Standard Lunch,Completed Course,66,74,81
282,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,73,79,84
376,Female,Group D,Intermediate,Standard Lunch,No Prep,80,90,82
384,Female,Group A,Intermediate,Free/Reduced Lunch,No Prep,38,43,43
224,Female,Group B,Undergraduate,Standard Lunch,Completed Course,52,66,73
953,Male,Group C,Intermediate,Standard Lunch,Completed Course,58,52,54
814,Female,Group C,Intermediate,Standard Lunch,No Prep,72,80,83
472,Female,Group C,Undergraduate,Standard Lunch,Completed Course,68,86,84
347,Female,Group C,Undergraduate,Standard Lunch,Completed Course,77,94,95
505,Female,Group B,Intermediate,Standard Lunch,No Prep,82,82,80
639,Female,Group D,Undergraduate,Standard Lunch,No Prep,76,74,73
987,Male,Group E,Intermediate,Standard Lunch,Completed Course,81,75,76
928,Male,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,46,43,44
905,Male,Group D,Undergraduate,Standard Lunch,No Prep,88,77,77
619,Male,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,65,73,68
855,Female,Group B,Undergraduate,Standard Lunch,No Prep,97,97,96
803,Female,Group B,Undergraduate,Standard Lunch,No Prep,82,85,87
645,Female,Group B,Undergraduate,Standard Lunch,Completed Course,65,81,81
846,Male,Group C,Postgraduate,Standard Lunch,Completed Course,91,85,85
556,Female,Group C,Undergraduate,Standard Lunch,Completed Course,55,72,79
957,Female,Group D,Postgraduate,Standard Lunch,No Prep,92,100,100
577,Female,Group B,Intermediate,Standard Lunch,No Prep,81,91,89
795,Female,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,57,68,73
85,Female,Group C,Undergraduate,Standard Lunch,No Prep,73,80,82
242,Female,Group D,Intermediate,Standard Lunch,No Prep,56,52,55
698,Female,Group D,Undergraduate,Standard Lunch,Completed Course,57,78,79
159,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,66,62,64
524,Male,Group C,Intermediate,Standard Lunch,Completed Course,53,52,49
35,Male,Group E,Undergraduate,Standard Lunch,Completed Course,81,81,79
540,Male,Group C,Intermediate,Standard Lunch,Completed Course,75,69,68
170,Male,Group A,Intermediate,Standard Lunch,Completed Course,72,73,74
654,Female,Group B,Intermediate,Standard Lunch,No Prep,73,79,79
890,Female,Group E,Undergraduate,Standard Lunch,Completed Course,86,85,91
857,Female,Group C,Undergraduate,Standard Lunch,No Prep,65,79,81
847,Male,Group D,Intermediate,Standard Lunch,No Prep,64,54,50
944,Female,Group B,Intermediate,Standard Lunch,No Prep,58,68,61
733,Male,Group D,Intermediate,Standard Lunch,No Prep,55,47,44
95,Male,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,78,81,82
563,Female,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,63,80,80
240,Male,Group D,Intermediate,Free/Reduced Lunch,Completed Course,73,68,66
742,Female,Group C,Intermediate,Standard Lunch,No Prep,81,84,82
574,Female,Group E,Intermediate,Standard Lunch,No Prep,74,81,71
690,Female,Group C,Undergraduate,Standard Lunch,No Prep,49,53,53
460,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,53,58,55
553,Male,Group D,Undergraduate,Free/Reduced Lunch,No Prep,77,62,64
888,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,69,65,74
206,Male,Group E,Undergraduate,Standard Lunch,No Prep,82,62,62
392,Male,Group E,Undergraduate,Standard Lunch,No Prep,76,67,67
794,Female,Group B,Intermediate,Standard Lunch,No Prep,42,52,51
397,Female,Group C,Undergraduate,Standard Lunch,No Prep,85,89,95
766,Female,Group C,Intermediate,Standard Lunch,Completed Course,58,75,77
848,Female,Group C,Intermediate,Standard Lunch,No Prep,59,72,68
217,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,34,42,39
4,Male,Group C,Undergraduate,Standard Lunch,No Prep,76,78,75
768,Female,Group D,Intermediate,Standard Lunch,No Prep,68,71,75
642,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,72,81,79
929,Female,Group C,Intermediate,Free/Reduced Lunch,No Prep,48,56,51
612,Male,Group C,Undergraduate,Standard Lunch,Completed Course,94,90,91
738,Male,Group D,Undergraduate,Standard Lunch,No Prep,81,71,73
546,Female,Group A,Intermediate,Standard Lunch,Completed Course,92,100,97
725,Male,Group E,Undergraduate,Standard Lunch,Completed Course,81,74,71
683,Female,Group C,Intermediate,Free/Reduced Lunch,Completed Course,29,40,44
98,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,58,67,62
804,Female,Group C,Undergraduate,Standard Lunch,No Prep,73,76,78
727,Male,Group E,Intermediate,Standard Lunch,Completed Course,68,51,57
573,Female,Group C,Intermediate,Free/Reduced Lunch,Completed Course,50,66,64
406,Male,Group B,Undergraduate,Standard Lunch,Completed Course,65,65,63
502,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,63,61,54
47,Female,Group C,Intermediate,Standard Lunch,No Prep,66,71,76
32,Female,Group E,Postgraduate,Free/Reduced Lunch,No Prep,56,72,65
779,Male,Group E,Undergraduate,Standard Lunch,Completed Course,94,85,82
839,Female,Group C,Undergraduate,Standard Lunch,No Prep,66,77,73
200,Female,Group C,Undergraduate,Standard Lunch,Completed Course,67,84,86
134,Male,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,74,79,75
27,Female,Group C,Undergraduate,Standard Lunch,No Prep,67,69,75
880,Male,Group C,Undergraduate,Standard Lunch,Completed Course,63,64,66
230,Male,Group D,Undergraduate,Standard Lunch,No Prep,76,64,66
489,Male,Group A,Undergraduate,Free/Reduced Lunch,Completed Course,79,82,82
772,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,52,67,72
378,Female,Group A,Intermediate,Standard Lunch,No Prep,71,83,77
288,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,88,75,76
418,Male,Group D,Undergraduate,Standard Lunch,No Prep,68,59,62
674,Female,Group D,Intermediate,Standard Lunch,Completed Course,69,77,78
391,Female,Group D,Undergraduate,Standard Lunch,No Prep,77,68,77
592,Male,Group E,Undergraduate,Standard Lunch,No Prep,68,68,64
498,Female,Group B,Intermediate,Standard Lunch,No Prep,66,69,68
138,Female,Group C,Undergraduate,Standard Lunch,No Prep,59,66,67
62,Male,Group A,Undergraduate,Free/Reduced Lunch,No Prep,62,61,55
471,Female,Group C,Intermediate,Standard Lunch,No Prep,63,69,74
647,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,64,62,68
128,Male,Group D,Postgraduate,Standard Lunch,No Prep,82,82,74
976,Male,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,60,62,60
520,Male,Group D,Undergraduate,Standard Lunch,No Prep,71,49,52
838,Male,Group B,Undergraduate,Free/Reduced Lunch,Completed Course,58,57,53
962,Female,Group E,Undergraduate,Standard Lunch,No Prep,100,100,100
64,Female,Group D,Intermediate,Standard Lunch,No Prep,59,58,59
812,Female,Group C,Postgraduate,Standard Lunch,Completed Course,54,64,67
14,Female,Group A,Postgraduate,Standard Lunch,No Prep,50,53,58
156,Female,Group E,Intermediate,Free/Reduced Lunch,Completed Course,66,74,78
40,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,55,61,54
492,Female,Group C,Undergraduate,Standard Lunch,No Prep,83,83,90
379,Male,Group A,Undergraduate,Standard Lunch,No Prep,66,64,62
187,Male,Group D,Intermediate,Standard Lunch,Completed Course,62,66,68
763,Female,Group B,Intermediate,Standard Lunch,No Prep,62,62,63
216,Female,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,83,86,88
791,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,60,66,70
52,Male,Group C,Undergraduate,Standard Lunch,No Prep,53,44,42
878,Female,Group D,Intermediate,Standard Lunch,No Prep,59,72,80
337,Male,Group C,Undergraduate,Standard Lunch,No Prep,49,51,43
748,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,50,60,59
719,Male,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,91,73,80
724,Male,Group B,Undergraduate,Standard Lunch,No Prep,47,43,41
295,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,67,62,60
701,Female,Group B,Intermediate,Standard Lunch,No Prep,57,67,72
251,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,71,83,83
726,Female,Group E,Undergraduate,Standard Lunch,Completed Course,65,75,77
461,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,54,54,45
455,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,37,56,47
996,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,62,55,55
815,Male,Group B,Intermediate,Standard Lunch,Completed Course,94,86,87
862,Male,Group D,Undergraduate,Free/Reduced Lunch,Completed Course,39,42,38
269,Female,Group E,Undergraduate,Free/Reduced Lunch,No Prep,71,76,70
201,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,65,81,77
161,Female,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,75,88,85
555,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,32,39,33
729,Male,Group C,Undergraduate,Standard Lunch,No Prep,53,39,37
401,Male,Group A,Undergraduate,Standard Lunch,No Prep,53,43,43
702,Male,Group A,Undergraduate,Standard Lunch,Completed Course,87,84,87
476,Male,Group E,Undergraduate,Standard Lunch,Completed Course,76,62,66
821,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,78,90,93
771,Male,Group D,Undergraduate,Standard Lunch,No Prep,75,73,74
105,Female,Group C,Undergraduate,Standard Lunch,No Prep,58,67,72
565,Male,Group B,Undergraduate,Standard Lunch,No Prep,48,43,45
389,Male,Group D,Postgraduate,Standard Lunch,No Prep,73,70,75
1,Female,Group C,Undergraduate,Standard Lunch,Completed Course,69,90,88
937,Female,Group E,Intermediate,Free/Reduced Lunch,No Prep,57,58,57
982,Male,Group B,Intermediate,Standard Lunch,Completed Course,79,85,86
561,Female,Group C,Undergraduate,Standard Lunch,No Prep,63,74,74
80,Female,Group B,Undergraduate,Standard Lunch,No Prep,47,49,50
205,Male,Group D,Intermediate,Standard Lunch,Completed Course,74,71,78
34,Male,Group E,Undergraduate,Standard Lunch,No Prep,97,87,82
775,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,49,58,55
508,Male,Group C,Postgraduate,Standard Lunch,No Prep,79,78,77
427,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,69,71,65
454,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,53,61,62
366,Male,Group C,Intermediate,Standard Lunch,Completed Course,69,58,53
91,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,27,34,36
339,Female,Group D,Intermediate,Free/Reduced Lunch,Completed Course,35,55,60
897,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,63,78,79
564,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,48,51,46
345,Female,Group C,Intermediate,Standard Lunch,No Prep,72,80,75
776,Female,Group B,Intermediate,Standard Lunch,No Prep,66,72,70
241,Female,Group E,Undergraduate,Standard Lunch,No Prep,80,83,83
13,Male,Group A,Undergraduate,Standard Lunch,Completed Course,78,72,70
315,Male,Group C,Intermediate,Standard Lunch,No Prep,71,66,65
600,Female,Group D,Postgraduate,Standard Lunch,No Prep,54,60,63
387,Female,Group C,Undergraduate,Free/Reduced Lunch,No Prep,57,78,67
273,Female,Group D,Undergraduate,Standard Lunch,No Prep,65,70,71
166,Male,Group C,Intermediate,Free/Reduced Lunch,Completed Course,53,51,51
840,Female,Group D,Intermediate,Free/Reduced Lunch,No Prep,39,52,46
992,Female,Group D,Undergraduate,Free/Reduced Lunch,No Prep,55,76,76
646,Female,Group D,Undergraduate,Standard Lunch,No Prep,59,70,65
818,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,60,72,68
484,Female,Group B,Undergraduate,Standard Lunch,No Prep,49,52,54
980,Female,Group B,Intermediate,Free/Reduced Lunch,No Prep,8,24,23
504,Female,Group D,Postgraduate,Free/Reduced Lunch,No Prep,40,59,54
831,Female,Group C,Undergraduate,Free/Reduced Lunch,Completed Course,74,86,89
243,Male,Group E,Undergraduate,Standard Lunch,No Prep,59,51,43
566,Female,Group E,Undergraduate,Free/Reduced Lunch,Completed Course,92,100,100
875,Male,Group C,Undergraduate,Free/Reduced Lunch,No Prep,80,64,66
562,Male,Group C,Undergraduate,Standard Lunch,Completed Course,96,90,92
686,Male,Group E,Undergraduate,Standard Lunch,Completed Course,85,75,68
189,Female,Group C,Undergraduate,Standard Lunch,No Prep,77,88,87
782,Female,Group B,Intermediate,Free/Reduced Lunch,Completed Course,76,85,82
699,Male,Group C,Intermediate,Free/Reduced Lunch,No Prep,66,66,59
475,Female,Group D,Undergraduate,Standard Lunch,Completed Course,71,76,83
681,Male,Group B,Intermediate,Standard Lunch,No Prep,60,68,60
510,Male,Group D,Undergraduate,Standard Lunch,No Prep,76,71,73
58,Male,Group D,Undergraduate,Standard Lunch,Completed Course,58,59,58
474,Female,Group B,Undergraduate,Standard Lunch,Completed Course,90,90,91
560,Female,Group D,Undergraduate,Standard Lunch,Completed Course,74,75,79
856,Male,Group B,Undergraduate,Free/Reduced Lunch,No Prep,75,68,65
747,Male,Group C,Undergraduate,Standard Lunch,No Prep,69,64,68
